stream_index	book	chapter	verse	g_idx	predication_id	finite_verb	finite_lemma	finite_morphgnt	finite_compact	nbla_idx	nbla_text	subject_status	subject_source	subject_token	subject_person	subject_number	independence_status	independence_source	subordination_status	subordination_source	subordination_markers	certainty_finite_verb	certainty_predication	certainty_independence
456	1corintios	9	18	04	1corintios-9-18-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	04	mi	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
457	1corintios	9	18	10	1corintios-9-18-P02	θήσω	τίθημι	V- 1AAS-S--	V-AAS-1S	13	gratuitamente	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""07""}]"	confirmed	candidate	unresolved
458	1corintios	9	19	08	1corintios-9-19-P01	ἐδούλωσα	δουλόω	V- 1AAI-S--	V-AAI-1S	07,08,09,10,11,12	de todos me he hecho esclavo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
459	1corintios	9	19	12	1corintios-9-19-P02	κερδήσω	κερδαίνω	V- 1AAS-S--	V-AAS-1S	13,14,15,16,17,18	para ganar al mayor número posible	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""09""}]"	confirmed	candidate	unresolved
460	1corintios	9	20	02	1corintios-9-20-P01	ἐγενόμην	γίνομαι	V- 1AMI-S--	V-AMI-1S	01,02,03,04,05,06,07	a los judíos me hice como judío	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
461	1corintios	9	20	09	1corintios-9-20-P02	κερδήσω	κερδαίνω	V- 1AAS-S--	V-AAS-1S	08,09,10,11,12,13	para poder ganar a los judíos	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""05""}, {""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""07""}]"	confirmed	candidate	unresolved
462	1corintios	9	20	25	1corintios-9-20-P03	κερδήσω	κερδαίνω	V- 1AAS-S--	V-AAS-1S	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""13""}, {""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""21""}]"	confirmed	candidate	unresolved
463	1corintios	9	21	13	1corintios-9-21-P01	κερδάνω	κερδαίνω	V- 1AAS-S--	V-AAS-1S	24,25,26,27,28,29,30,31,32	para poder ganar a los que están sin ley	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""03""}, {""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""12""}]"	confirmed	candidate	unresolved
464	1corintios	9	22	01	1corintios-9-22-P01	ἐγενόμην	γίνομαι	V- 1AMI-S--	V-AMI-1S	01	a	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
465	1corintios	9	22	08	1corintios-9-22-P02	κερδήσω	κερδαίνω	V- 1AAS-S--	V-AAS-1S	11	débiles	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""05""}]"	confirmed	candidate	unresolved
466	1corintios	9	22	11	1corintios-9-22-P03	γέγονα	γίνομαι	V- 1XAI-S--	V-XAI-1S	12,13,14,15,16,17	a todos me he hecho todo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
467	1corintios	9	22	16	1corintios-9-22-P04	σώσω	σῴζω	V- 1AAS-S--	V-AAS-1S	18,19,20,21,22,23,24,25,26	para que por todos los medios salve a algunos	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""13""}]"	confirmed	candidate	unresolved
468	1corintios	9	23	03	1corintios-9-23-P01	ποιῶ	ποιέω	V- 1PAI-S--	V-PAI-1S	04	hago	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
469	1corintios	9	23	10	1corintios-9-23-P02	γένωμαι	γίνομαι	V- 1AMS-S--	V-AMS-1S	-	-	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""07""}]"	confirmed	candidate	unresolved
470	1corintios	9	24	02	1corintios-9-24-P01	οἴδατε	οἶδα	V- 2XAI-P--	V-XAI-2P	02	saben	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
471	1corintios	9	24	10	1corintios-9-24-P02	τρέχουσιν	τρέχω	V- 3PAI-P--	V-PAI-3P	12	verdad	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""03""}]"	confirmed	candidate	unresolved
472	1corintios	9	24	13	1corintios-9-24-P03	λαμβάνει	λαμβάνω	V- 3PAI-S--	V-PAI-3S	16	uno	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
473	1corintios	9	24	17	1corintios-9-24-P04	τρέχετε	τρέχω	V- 2PAD-P--	V-PAD-2P	20	corran	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
474	1corintios	9	24	19	1corintios-9-24-P05	καταλάβητε	καταλαμβάνω	V- 2AAS-P--	V-AAS-2P	25	ganen	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""18""}]"	confirmed	candidate	unresolved
475	1corintios	9	25	06	1corintios-9-25-P01	ἐγκρατεύεται	ἐγκρατεύομαι	V- 3PMI-S--	V-PMI-3S	01,02,03,04,05,06,07,08,09,10,11,12	y todo el que compite en los juegos se abstiene de todo	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
476	1corintios	9	25	13	1corintios-9-25-P02	λάβωσιν	λαμβάνω	V- 3AAS-P--	V-AAS-3P	13,14,15,16,17,18,19,20,21,22,23,24	ellos lo hacen para recibir una corona corruptible pero nosotros una incorruptible	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""10""}]"	confirmed	candidate	unresolved
477	1corintios	9	26	04	1corintios-9-26-P01	τρέχω	τρέχω	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07	por tanto yo de esta manera corro	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
478	1corintios	9	26	09	1corintios-9-26-P02	πυκτεύω	πυκτεύω	V- 1PAI-S--	V-PAI-1S	13,14,15,16,17,18,19,20,21,22	de esta manera peleo no como dando golpes al aire	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""05""}]"	confirmed	candidate	unresolved
479	1corintios	9	27	02	1corintios-9-27-P01	ὑπωπιάζω	ὑπωπιάζω	V- 1PAI-S--	V-PAI-1S	03,04,05	golpeo mi cuerpo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
480	1corintios	9	27	07	1corintios-9-27-P02	δουλαγωγῶ	δουλαγωγέω	V- 1PAI-S--	V-PAI-1S	06,07,08,09,10	y lo hago mi esclavo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
481	1corintios	9	27	14	1corintios-9-27-P03	γένωμαι	γίνομαι	V- 1AMS-S--	V-AMS-1S	11,12,13,14,15,16,17,18,19,20,21	no sea que habiendo predicado a otros yo mismo sea descalificado	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
482	1corintios	10	1	02	1corintios-10-1-P01	θέλω	θέλω	V- 1PAI-S--	V-PAI-1S	02,03	no quiero	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
483	1corintios	10	1	15	1corintios-10-1-P02	ἦσαν	εἰμί	V- 3IAI-P--	V-IAI-3P	16	todos	candidate	nearest_agreeing_nominative_no_visible_boundary	11			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""07""}]"	confirmed	candidate	unresolved
484	1corintios	10	1	21	1corintios-10-1-P03	διῆλθον	διέρχομαι	V- 3AAI-P--	V-AAI-3P	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	17			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
485	1corintios	10	2	06	1corintios-10-2-P01	ἐβαπτίσαντο	βαπτίζω	V- 3AMI-P--	V-AMI-3P	07	la	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
486	1corintios	10	3	07	1corintios-10-3-P01	ἔφαγον	ἐσθίω	V- 3AAI-P--	V-AAI-3P	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
487	1corintios	10	4	06	1corintios-10-4-P01	ἔπιον	πίνω	V- 3AAI-P--	V-AAI-3P	07	espiritual	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
488	1corintios	10	4	08	1corintios-10-4-P02	ἔπινον	πίνω	V- 3IAI-P--	V-IAI-3P	09	bebían	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
489	1corintios	10	4	17	1corintios-10-4-P03	ἦν	εἰμί	V- 3IAI-S--	V-IAI-3S	19	era	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
490	1corintios	10	5	07	1corintios-10-5-P01	ηὐδόκησεν	εὐδοκέω	V- 3AAI-S--	V-AAI-3S	01,02,03,04,05,06,07,08,09,10,11,12	sin embargo dios no se agradó de la mayor parte de ellos	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
491	1corintios	10	5	10	1corintios-10-5-P02	κατεστρώθησαν	καταστρώννυμι	V- 3API-P--	V-API-3P	13	y	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
492	1corintios	10	6	05	1corintios-10-6-P01	ἐγενήθησαν	γίνομαι	V- 3API-P--	V-API-3P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
493	1corintios	10	6	15	1corintios-10-6-P02	ἐπεθύμησαν	ἐπιθυμέω	V- 3AAI-P--	V-AAI-3P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	candidate	nearest_agreeing_nominative_no_visible_boundary	14			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθὼς"", ""key"": ""καθως"", ""token"": ""13""}]"	confirmed	candidate	unresolved
494	1corintios	10	7	03	1corintios-10-7-P01	γίνεσθε	γίνομαι	V- 2PMD-P--	V-PMD-2P	01,02,03,04	no sean pues idólatras	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
495	1corintios	10	7	08	1corintios-10-7-P02	γέγραπται	γράφω	V- 3XPI-S--	V-XPI-3S	10,11,12	según está escrito	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθώς"", ""key"": ""καθως"", ""token"": ""04""}]"	confirmed	candidate	unresolved
496	1corintios	10	7	09	1corintios-10-7-P03	ἐκάθισεν	καθίζω	V- 3AAI-S--	V-AAI-3S	13,14,15,16,17,18,19,20,21,22,23,24,25,26	el pueblo se sentó a comer y a beber y se levantó a jugar	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
497	1corintios	10	7	16	1corintios-10-7-P04	ἀνέστησαν	ἀνίστημι	V- 3AAI-P--	V-AAI-3P	13,14,15,16,17,18,19,20,21,22,23,24,25,26	el pueblo se sentó a comer y a beber y se levantó a jugar	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
498	1corintios	10	8	02	1corintios-10-8-P01	πορνεύωμεν	πορνεύω	V- 1PAS-P--	V-PAS-1P	02	forniquemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
499	1corintios	10	8	06	1corintios-10-8-P02	ἐπόρνευσαν	πορνεύω	V- 3AAI-P--	V-AAI-3P	08	y	candidate	nearest_agreeing_nominative_no_visible_boundary	04			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθώς"", ""key"": ""καθως"", ""token"": ""03""}]"	confirmed	candidate	unresolved
500	1corintios	10	8	08	1corintios-10-8-P03	ἔπεσαν	πίπτω	V- 3AAI-P--	V-AAI-3P	11	día	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
501	1corintios	10	9	02	1corintios-10-9-P01	ἐκπειράζωμεν	ἐκπειράζω	V- 1PAS-P--	V-PAS-1P	02	provoquemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
502	1corintios	10	9	08	1corintios-10-9-P02	ἐπείρασαν	πειράζω	V- 3AAI-P--	V-AAI-3P	10	provocaron	candidate	nearest_agreeing_nominative_no_visible_boundary	06			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθώς"", ""key"": ""καθως"", ""token"": ""05""}]"	confirmed	candidate	unresolved
503	1corintios	10	9	13	1corintios-10-9-P03	ἀπώλλυντο	ἀπόλλυμι	V- 3IPI-P--	V-IPI-3P	16	serpientes	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
504	1corintios	10	10	02	1corintios-10-10-P01	γογγύζετε	γογγύζω	V- 2PAD-P--	V-PAD-2P	02	murmuren	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
505	1corintios	10	10	06	1corintios-10-10-P02	ἐγόγγυσαν	γογγύζω	V- 3AAI-P--	V-AAI-3P	03,04,05,06,07	como algunos de ellos murmuraron	candidate	nearest_agreeing_nominative_no_visible_boundary	04			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
506	1corintios	10	10	08	1corintios-10-10-P03	ἀπώλοντο	ἀπόλλυμι	V- 3AMI-P--	V-AMI-3P	08,09,10,11,12,13	y fueron destruidos por el destructor	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
507	1corintios	10	11	04	1corintios-10-11-P01	συνέβαινεν	συμβαίνω	V- 3IAI-S--	V-IAI-3S	05	como	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
508	1corintios	10	11	06	1corintios-10-11-P02	ἐγράφη	γράφω	V- 3API-S--	V-API-3S	07	y	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
509	1corintios	10	11	17	1corintios-10-11-P03	κατήντηκεν	καταντάω	V- 3XAI-S--	V-XAI-3S	14,15,16,17,18,19,20,21,22	para quienes ha llegado el fin de los siglos	candidate	nearest_agreeing_nominative_no_visible_boundary	14			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
510	1corintios	10	12	05	1corintios-10-12-P01	βλεπέτω	βλέπω	V- 3PAD-S--	V-PAD-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14	por tanto el que cree que está firme tenga cuidado no sea que caiga	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
511	1corintios	10	12	07	1corintios-10-12-P02	πέσῃ	πίπτω	V- 3AAS-S--	V-AAS-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14	por tanto el que cree que está firme tenga cuidado no sea que caiga	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
512	1corintios	10	13	04	1corintios-10-13-P01	εἴληφεν	λαμβάνω	V- 3XAI-S--	V-XAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13	no les ha sobrevenido ninguna tentación que no sea común a los hombres	candidate	nearest_agreeing_nominative_no_visible_boundary	01			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
513	1corintios	10	13	14	1corintios-10-13-P02	ἐάσει	ἐάω	V- 3FAI-S--	V-FAI-3S	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	fiel es dios que no permitirá que ustedes sean tentados más allá de lo que pueden soportar	candidate	nearest_agreeing_nominative_no_visible_boundary	12			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""05""}]"	confirmed	candidate	unresolved
514	1corintios	10	13	19	1corintios-10-13-P03	δύνασθε	δύναμαι	V- 2PMI-P--	V-PMI-2P	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	fiel es dios que no permitirá que ustedes sean tentados más allá de lo que pueden soportar	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
515	1corintios	10	13	21	1corintios-10-13-P04	ποιήσει	ποιέω	V- 3FAI-S--	V-FAI-3S	31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47	sino que con la tentación proveerá también la vía de escape a fin de que puedan resistirla	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
516	1corintios	10	14	04	1corintios-10-14-P01	φεύγετε	φεύγω	V- 2PAD-P--	V-PAD-2P	01,02,03,04,05	por tanto amados míos huyan	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
517	1corintios	10	15	03	1corintios-10-15-P01	λέγω	λέγω	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10	les hablo como a sabios juzguen ustedes lo que digo	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""01""}]"	confirmed	candidate	unresolved
518	1corintios	10	15	04	1corintios-10-15-P02	κρίνατε	κρίνω	V- 2AAD-P--	V-AAD-2P	01,02,03,04,05,06,07,08,09,10	les hablo como a sabios juzguen ustedes lo que digo	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
519	1corintios	10	15	07	1corintios-10-15-P03	φημι	φημί	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10	les hablo como a sabios juzguen ustedes lo que digo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
520	1corintios	10	16	06	1corintios-10-16-P01	εὐλογοῦμεν	εὐλογέω	V- 1PAI-P--	V-PAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	la copa de bendición que bendecimos no es la participación en la sangre de cristo el pan que partimos no es la participación en el cuerpo de cristo	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
521	1corintios	10	16	09	1corintios-10-16-P02	ἐστὶν	εἰμί	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	la copa de bendición que bendecimos no es la participación en la sangre de cristo el pan que partimos no es la participación en el cuerpo de cristo	candidate	nearest_agreeing_nominative_no_visible_boundary	08			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
522	1corintios	10	16	17	1corintios-10-16-P03	κλῶμεν	κλάω	V- 1PAI-P--	V-PAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	la copa de bendición que bendecimos no es la participación en la sangre de cristo el pan que partimos no es la participación en el cuerpo de cristo	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
523	1corintios	10	16	24	1corintios-10-16-P04	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	la copa de bendición que bendecimos no es la participación en la sangre de cristo el pan que partimos no es la participación en el cuerpo de cristo	candidate	nearest_agreeing_nominative_no_visible_boundary	19			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
524	1corintios	10	17	08	1corintios-10-17-P01	ἐσμεν	εἰμί	V- 1PAI-P--	V-PAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20	puesto que el pan es uno nosotros que somos muchos somos un cuerpo porque todos participamos de aquel mismo pan	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""01""}]"	confirmed	candidate	unresolved
525	1corintios	10	17	16	1corintios-10-17-P02	μετέχομεν	μετέχω	V- 1PAI-P--	V-PAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20	puesto que el pan es uno nosotros que somos muchos somos un cuerpo porque todos participamos de aquel mismo pan	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
526	1corintios	10	18	01	1corintios-10-18-P01	βλέπετε	βλέπω	V- 2PAD-P--	V-PAD-2P	01	consideren	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
527	1corintios	10	18	14	1corintios-10-18-P02	εἰσίν	εἰμί	V- 3PAI-P--	V-PAI-3P	14	altar	candidate	nearest_agreeing_nominative_no_visible_boundary	11			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
528	1corintios	10	19	03	1corintios-10-19-P01	φημι	φημί	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18	qué quiero decir entonces que lo sacrificado a los ídolos es algo o que un ídolo es algo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
529	1corintios	10	19	07	1corintios-10-19-P02	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18	qué quiero decir entonces que lo sacrificado a los ídolos es algo o que un ídolo es algo	candidate	nearest_agreeing_nominative_no_visible_boundary	06			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""04""}]"	confirmed	candidate	unresolved
530	1corintios	10	19	12	1corintios-10-19-P03	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18	qué quiero decir entonces que lo sacrificado a los ídolos es algo o que un ídolo es algo	candidate	nearest_agreeing_nominative_no_visible_boundary	11			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""09""}]"	confirmed	candidate	unresolved
531	1corintios	10	20	04	1corintios-10-20-P01	θύουσιν	θύω	V- 3PAI-P--	V-PAI-3P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	no sino que digo que lo que los gentiles sacrifican lo sacrifican a los demonios y no a dios no quiero que ustedes sean partícipes con los demonios	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""02""}]"	confirmed	candidate	unresolved
532	1corintios	10	20	09	1corintios-10-20-P02	θύουσιν	θύω	V- 3PAI-P--	V-PAI-3P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	no sino que digo que lo que los gentiles sacrifican lo sacrifican a los demonios y no a dios no quiero que ustedes sean partícipes con los demonios	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
533	1corintios	10	20	11	1corintios-10-20-P03	θέλω	θέλω	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	no sino que digo que lo que los gentiles sacrifican lo sacrifican a los demonios y no a dios no quiero que ustedes sean partícipes con los demonios	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
534	1corintios	10	21	02	1corintios-10-21-P01	δύνασθε	δύναμαι	V- 2PMI-P--	V-PMI-2P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	ustedes no pueden beber la copa del señor y la copa de los demonios no pueden participar de la mesa del señor y de la mesa de los demonios	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
