REF	G_IDX	GREEK	LEMMA	RMAC	CURRENT_NBLA_IDX	CURRENT_NBLA_TEXT	CURRENT_ALIGNMENT	REASON	CANDIDATE_NBLA_IDX	CANDIDATE_NBLA_TEXT	SCORE	CONFIDENCE	NOTES	TSV_PATH
1corintios 11:34	18	διατάξομαι	διατάσσω	V-FMI-1S	-	-	missing	missing finite NBLA	17	demás	61	medium	contains verb-like Spanish token; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-34.tsv
1corintios 11:34	18	διατάξομαι	διατάσσω	V-FMI-1S	-	-	missing	missing finite NBLA	20	arreglaré	61	medium	contains verb-like Spanish token; currently owned by neighboring row G15 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-34.tsv
1corintios 11:34	18	διατάξομαι	διατάσσω	V-FMI-1S	-	-	missing	missing finite NBLA	21	cuando	61	medium	contains verb-like Spanish token; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-34.tsv
1corintios 12:4	04	εἰσίν	εἰμί	V-PAI-3P	05	de	direct	suspicious finite NBLA surface	10-11	es el	99	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-4.tsv
1corintios 12:4	04	εἰσίν	εἰμί	V-PAI-3P	05	de	direct	suspicious finite NBLA surface	10-12	es el mismo	99	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-4.tsv
1corintios 12:4	04	εἰσίν	εἰμί	V-PAI-3P	05	de	direct	suspicious finite NBLA surface	01	ahora	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-4.tsv
1corintios 12:4	04	εἰσίν	εἰμί	V-PAI-3P	05	de	direct	suspicious finite NBLA surface	02	bien	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-4.tsv
1corintios 12:4	04	εἰσίν	εἰμί	V-PAI-3P	05	de	direct	suspicious finite NBLA surface	04	diversidad	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-4.tsv
1corintios 12:5	04	εἰσιν	εἰμί	V-PAI-3P	05	pero	direct	suspicious finite NBLA surface	08-09	es el	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-5.tsv
1corintios 12:5	04	εἰσιν	εἰμί	V-PAI-3P	05	pero	direct	suspicious finite NBLA surface	08-10	es el mismo	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-5.tsv
1corintios 12:5	04	εἰσιν	εἰμί	V-PAI-3P	05	pero	direct	suspicious finite NBLA surface	02	diversidad	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-5.tsv
1corintios 12:5	04	εἰσιν	εἰμί	V-PAI-3P	05	pero	direct	suspicious finite NBLA surface	08	es	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-5.tsv
1corintios 12:5	04	εἰσιν	εἰμί	V-PAI-3P	05	pero	direct	suspicious finite NBLA surface	01-02	hay diversidad	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-5.tsv
1corintios 12:11	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	05	las	direct	suspicious finite NBLA surface	03	estas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-11.tsv
1corintios 12:11	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	05	las	direct	suspicious finite NBLA surface	04	cosas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-11.tsv
1corintios 12:11	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	05	las	direct	suspicious finite NBLA surface	06	hace	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-11.tsv
1corintios 12:11	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	05	las	direct	suspicious finite NBLA surface	01-02	pero todas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-11.tsv
1corintios 12:11	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	05	las	direct	suspicious finite NBLA surface	01-03	pero todas estas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-11.tsv
1corintios 12:15	02	εἴπῃ	λέγω	V-AAS-3S	02	el	direct	suspicious finite NBLA surface	04	dijera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	02	εἴπῃ	λέγω	V-AAS-3S	02	el	direct	suspicious finite NBLA surface	05	porque	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	02	εἴπῃ	λέγω	V-AAS-3S	02	el	direct	suspicious finite NBLA surface	02-04	el pie dijera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	02	εἴπῃ	λέγω	V-AAS-3S	02	el	direct	suspicious finite NBLA surface	03-04	pie dijera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	02	εἴπῃ	λέγω	V-AAS-3S	02	el	direct	suspicious finite NBLA surface	03-05	pie dijera porque	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	18	ἔστιν	εἰμί	V-PAI-3S	18	de	direct	suspicious finite NBLA surface	17	deja	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	18	ἔστιν	εἰμί	V-PAI-3S	18	de	direct	suspicious finite NBLA surface	20	parte	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G20 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	18	ἔστιν	εἰμί	V-PAI-3S	18	de	direct	suspicious finite NBLA surface	22	cuerpo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G21 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	18	ἔστιν	εἰμί	V-PAI-3S	18	de	direct	suspicious finite NBLA surface	12-14	del cuerpo no	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:15	18	ἔστιν	εἰμί	V-PAI-3S	18	de	direct	suspicious finite NBLA surface	13-14	cuerpo no	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-15.tsv
1corintios 12:16	19	ἔστιν	εἰμί	V-PAI-3S	19	de	direct	suspicious finite NBLA surface	18	deja	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-16.tsv
1corintios 12:16	19	ἔστιν	εἰμί	V-PAI-3S	19	de	direct	suspicious finite NBLA surface	21	parte	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G21 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-16.tsv
1corintios 12:16	19	ἔστιν	εἰμί	V-PAI-3S	19	de	direct	suspicious finite NBLA surface	23	cuerpo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G22 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-16.tsv
1corintios 12:16	19	ἔστιν	εἰμί	V-PAI-3S	19	de	direct	suspicious finite NBLA surface	13-15	del cuerpo no	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-16.tsv
1corintios 12:16	19	ἔστιν	εἰμί	V-PAI-3S	19	de	direct	suspicious finite NBLA surface	14-15	cuerpo no	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-16.tsv
1corintios 12:18	05	ἔθετο	τίθημι	V-AMI-3S	06	a	direct	suspicious finite NBLA surface	04-05	ha colocado	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	05	ἔθετο	τίθημι	V-AMI-3S	06	a	direct	suspicious finite NBLA surface	04-06	ha colocado a	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	05	ἔθετο	τίθημι	V-AMI-3S	06	a	direct	suspicious finite NBLA surface	04-07	ha colocado a cada	87	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	05	ἔθετο	τίθημι	V-AMI-3S	06	a	direct	suspicious finite NBLA surface	02	bien	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	05	ἔθετο	τίθημι	V-AMI-3S	06	a	direct	suspicious finite NBLA surface	04	ha	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	15	ἠθέλησεν	θέλω	V-AAI-3S	-	-	missing	missing finite NBLA	05	colocado	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	15	ἠθέλησεν	θέλω	V-AAI-3S	-	-	missing	missing finite NBLA	14	cuerpo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	15	ἠθέλησεν	θέλω	V-AAI-3S	-	-	missing	missing finite NBLA	17	agradó	61	medium	contains verb-like Spanish token; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	15	ἠθέλησεν	θέλω	V-AAI-3S	-	-	missing	missing finite NBLA	05-06	colocado a	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:18	15	ἠθέλησεν	θέλω	V-AAI-3S	-	-	missing	missing finite NBLA	05-07	colocado a cada	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-18.tsv
1corintios 12:21	02	δύναται	δύναμαι	V-PMI-3S	02	el	direct	suspicious finite NBLA surface	05	puede	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-21.tsv
1corintios 12:21	02	δύναται	δύναμαι	V-PMI-3S	02	el	direct	suspicious finite NBLA surface	03-05	ojo no puede	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-21.tsv
1corintios 12:21	02	δύναται	δύναμαι	V-PMI-3S	02	el	direct	suspicious finite NBLA surface	04-05	no puede	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-21.tsv
1corintios 12:21	02	δύναται	δύναμαι	V-PMI-3S	02	el	direct	suspicious finite NBLA surface	04-06	no puede decirle	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-21.tsv
1corintios 12:21	02	δύναται	δύναμαι	V-PMI-3S	02	el	direct	suspicious finite NBLA surface	05-06	puede decirle	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-21.tsv
1corintios 12:31	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	pero	direct	suspicious finite NBLA surface	02	deseen	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-31.tsv
1corintios 12:31	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	pero	direct	suspicious finite NBLA surface	03	ardientemente	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-31.tsv
1corintios 12:31	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	pero	direct	suspicious finite NBLA surface	05	mejores	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-31.tsv
1corintios 12:31	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	pero	direct	suspicious finite NBLA surface	01-02	pero deseen	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-31.tsv
1corintios 12:31	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	pero	direct	suspicious finite NBLA surface	01-03	pero deseen ardientemente	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-12-31.tsv
1corintios 13:1	06	λαλῶ	λαλέω	V-PAS-1S	06	y	direct	suspicious finite NBLA surface	10	tengo	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-1.tsv
1corintios 13:1	06	λαλῶ	λαλέω	V-PAS-1S	06	y	direct	suspicious finite NBLA surface	08-10	pero no tengo	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-1.tsv
1corintios 13:1	06	λαλῶ	λαλέω	V-PAS-1S	06	y	direct	suspicious finite NBLA surface	09-10	no tengo	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-1.tsv
1corintios 13:1	06	λαλῶ	λαλέω	V-PAS-1S	06	y	direct	suspicious finite NBLA surface	09-11	no tengo amor	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-1.tsv
1corintios 13:1	06	λαλῶ	λαλέω	V-PAS-1S	06	y	direct	suspicious finite NBLA surface	10-11	tengo amor	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-1.tsv
1corintios 13:2	03	ἔχω	ἔχω	V-PAS-1S	04	el	direct	suspicious finite NBLA surface	03	tuviera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	03	ἔχω	ἔχω	V-PAS-1S	04	el	direct	suspicious finite NBLA surface	07	profecía	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	03	ἔχω	ἔχω	V-PAS-1S	04	el	direct	suspicious finite NBLA surface	01-03	y si tuviera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	03	ἔχω	ἔχω	V-PAS-1S	04	el	direct	suspicious finite NBLA surface	02-03	si tuviera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	03	ἔχω	ἔχω	V-PAS-1S	04	el	direct	suspicious finite NBLA surface	02-04	si tuviera el	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	06	εἰδῶ	οἶδα	V-XAS-1S	08	y	direct	suspicious finite NBLA surface	07	profecía	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	06	εἰδῶ	οἶδα	V-XAS-1S	08	y	direct	suspicious finite NBLA surface	09	entendiera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	06	εἰδῶ	οἶδα	V-XAS-1S	08	y	direct	suspicious finite NBLA surface	02-04	si tuviera el	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	06	εἰδῶ	οἶδα	V-XAS-1S	08	y	direct	suspicious finite NBLA surface	03-04	tuviera el	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	06	εἰδῶ	οἶδα	V-XAS-1S	08	y	direct	suspicious finite NBLA surface	03-05	tuviera el don	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	16	ἔχω	ἔχω	V-PAS-1S	19	toda	direct	suspicious finite NBLA surface	26-28	pero no tengo	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G23 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	16	ἔχω	ἔχω	V-PAS-1S	19	toda	direct	suspicious finite NBLA surface	27-28	no tengo	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	16	ἔχω	ἔχω	V-PAS-1S	19	toda	direct	suspicious finite NBLA surface	27-29	no tengo amor	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	16	ἔχω	ἔχω	V-PAS-1S	19	toda	direct	suspicious finite NBLA surface	15	conocimiento	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	16	ἔχω	ἔχω	V-PAS-1S	19	toda	direct	suspicious finite NBLA surface	18	tuviera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G15 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	28	εἰμι	εἰμί	V-PAI-1S	-	-	missing	missing finite NBLA	28	tengo	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	28	εἰμι	εἰμί	V-PAI-1S	-	-	missing	missing finite NBLA	26-28	pero no tengo	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G23 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	28	εἰμι	εἰμί	V-PAI-1S	-	-	missing	missing finite NBLA	27-28	no tengo	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	28	εἰμι	εἰμί	V-PAI-1S	-	-	missing	missing finite NBLA	27-29	no tengo amor	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:2	28	εἰμι	εἰμί	V-PAI-1S	-	-	missing	missing finite NBLA	28-29	tengo amor	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G24 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-2.tsv
1corintios 13:3	03	ψωμίσω	ψωμίζω	V-AAS-1S	04	todos	direct	suspicious finite NBLA surface	03	diera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	03	ψωμίσω	ψωμίζω	V-AAS-1S	04	todos	direct	suspicious finite NBLA surface	06	bienes	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	03	ψωμίσω	ψωμίζω	V-AAS-1S	04	todos	direct	suspicious finite NBLA surface	01-03	y si diera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	03	ψωμίσω	ψωμίζω	V-AAS-1S	04	todos	direct	suspicious finite NBLA surface	02-03	si diera	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	03	ψωμίσω	ψωμίζω	V-AAS-1S	04	todos	direct	suspicious finite NBLA surface	02-04	si diera todos	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	10	παραδῶ	παραδίδωμι	V-AAS-1S	11	a	direct	suspicious finite NBLA surface	13	pobres	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	10	παραδῶ	παραδίδωμι	V-AAS-1S	11	a	direct	suspicious finite NBLA surface	05-07	mis bienes para	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	10	παραδῶ	παραδίδωμι	V-AAS-1S	11	a	direct	suspicious finite NBLA surface	06-07	bienes para	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	10	παραδῶ	παραδίδωμι	V-AAS-1S	11	a	direct	suspicious finite NBLA surface	06-08	bienes para dar	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	10	παραδῶ	παραδίδωμι	V-AAS-1S	11	a	direct	suspicious finite NBLA surface	07-08	para dar	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	15	καυθήσομαι	καίω	V-FPI-1S	19	para	direct	suspicious finite NBLA surface	16	entregara	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	15	καυθήσομαι	καίω	V-FPI-1S	19	para	direct	suspicious finite NBLA surface	18	cuerpo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	15	καυθήσομαι	καίω	V-FPI-1S	19	para	direct	suspicious finite NBLA surface	21	quemado	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	15	καυθήσομαι	καίω	V-FPI-1S	19	para	direct	suspicious finite NBLA surface	13-15	pobres y si	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:3	15	καυθήσομαι	καίω	V-FPI-1S	19	para	direct	suspicious finite NBLA surface	14-16	y si entregara	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-3.tsv
1corintios 13:6	06	συγχαίρει	συγχαίρω	V-PAI-3S	09	sino	direct	suspicious finite NBLA surface	05	regocija	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-6.tsv
1corintios 13:6	06	συγχαίρει	συγχαίρω	V-PAI-3S	09	sino	direct	suspicious finite NBLA surface	08	injusticia	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-6.tsv
1corintios 13:6	06	συγχαίρει	συγχαίρω	V-PAI-3S	09	sino	direct	suspicious finite NBLA surface	12	alegra	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-6.tsv
1corintios 13:6	06	συγχαίρει	συγχαίρω	V-PAI-3S	09	sino	direct	suspicious finite NBLA surface	03-05	no se regocija	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-6.tsv
1corintios 13:6	06	συγχαίρει	συγχαίρω	V-PAI-3S	09	sino	direct	suspicious finite NBLA surface	04-05	se regocija	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-6.tsv
1corintios 13:9	08	προφητεύομεν	προφητεύω	V-PAI-1P	-	-	missing	missing finite NBLA	01	porque	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-9.tsv
1corintios 13:9	08	προφητεύομεν	προφητεύω	V-PAI-1P	-	-	missing	missing finite NBLA	03	parte	61	medium	contains verb-like Spanish token; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-9.tsv
