approved	stem	ref	greek_idx	greek_span	nbla_idx	nbla_span	suggested_type	source	reason	confidence	repeat_count	phrase_key	existing_rule	duplicate_of	yaml_suggestion
	romanos-8-15	romanos 8:15	17-18	ὁ πατήρ·	31	Padre!».	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	ο πατηρ => padre»	no		"{""match"": {""greek"": [""ὁ"", ""πατήρ·""]}, ""action"": {""nbla"": [""Padre!».""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-15	romanos 8:15	16-18	Αββα ὁ πατήρ·	31	Padre!».	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	αββα ο πατηρ => padre»	no		"{""match"": {""greek"": [""Αββα"", ""ὁ"", ""πατήρ·""]}, ""action"": {""nbla"": [""Padre!».""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-16	romanos 8:16	09-10	ἐσμὲν τέκνα	03-07	mismo da testimonio a nuestro	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εσμεν τεκνα => mismo da testimonio a nuestro	no		"{""match"": {""greek"": [""ἐσμὲν"", ""τέκνα""]}, ""action"": {""nbla"": [""mismo"", ""da"", ""testimonio"", ""a"", ""nuestro""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-16	romanos 8:16	10-11	τέκνα θεοῦ.	03-07	mismo da testimonio a nuestro	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τεκνα θεου => mismo da testimonio a nuestro	no		"{""match"": {""greek"": [""τέκνα"", ""θεοῦ.""]}, ""action"": {""nbla"": [""mismo"", ""da"", ""testimonio"", ""a"", ""nuestro""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-17	romanos 8:17	11-12	Χριστοῦ, εἴπερ	17-20	verdad padecemos con Él	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	χριστου ειπερ => verdad padecemos con el	no		"{""match"": {""greek"": [""Χριστοῦ,"", ""εἴπερ""]}, ""action"": {""nbla"": [""verdad"", ""padecemos"", ""con"", ""Él""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-17	romanos 8:17	12-13	εἴπερ συμπάσχομεν	17-20	verdad padecemos con Él	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	ειπερ συμπασχομεν => verdad padecemos con el	no		"{""match"": {""greek"": [""εἴπερ"", ""συμπάσχομεν""]}, ""action"": {""nbla"": [""verdad"", ""padecemos"", ""con"", ""Él""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-17	romanos 8:17	15-16	καὶ συνδοξασθῶμεν.	28-29	con Él.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και συνδοξασθωμεν => con el	no		"{""match"": {""greek"": [""καὶ"", ""συνδοξασθῶμεν.""]}, ""action"": {""nbla"": [""con"", ""Él.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-17	romanos 8:17	14-16	ἵνα καὶ συνδοξασθῶμεν.	28-29	con Él.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ινα και συνδοξασθωμεν => con el	no		"{""match"": {""greek"": [""ἵνα"", ""καὶ"", ""συνδοξασθῶμεν.""]}, ""action"": {""nbla"": [""con"", ""Él.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-18	romanos 8:18	12-13	τὴν μέλλουσαν	04-09	los sufrimientos de este tiempo presente	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	την μελλουσαν => los sufrimientos de este tiempo presente	no		"{""match"": {""greek"": [""τὴν"", ""μέλλουσαν""]}, ""action"": {""nbla"": [""los"", ""sufrimientos"", ""de"", ""este"", ""tiempo"", ""presente""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-8-18	romanos 8:18	11-13	πρὸς τὴν μέλλουσαν	04-09	los sufrimientos de este tiempo presente	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	προς την μελλουσαν => los sufrimientos de este tiempo presente	no		"{""match"": {""greek"": [""πρὸς"", ""τὴν"", ""μέλλουσαν""]}, ""action"": {""nbla"": [""los"", ""sufrimientos"", ""de"", ""este"", ""tiempo"", ""presente""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-8-18	romanos 8:18	11-13	πρὸς τὴν μέλλουσαν	14-21	ser comparados con la gloria que nos ha	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	προς την μελλουσαν => ser comparados con la gloria que nos ha	no		"{""match"": {""greek"": [""πρὸς"", ""τὴν"", ""μέλλουσαν""]}, ""action"": {""nbla"": [""ser"", ""comparados"", ""con"", ""la"", ""gloria"", ""que"", ""nos"", ""ha""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-8-18	romanos 8:18	10-13	καιροῦ πρὸς τὴν μέλλουσαν	14-21	ser comparados con la gloria que nos ha	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	καιρου προς την μελλουσαν => ser comparados con la gloria que nos ha	no		"{""match"": {""greek"": [""καιροῦ"", ""πρὸς"", ""τὴν"", ""μέλλουσαν""]}, ""action"": {""nbla"": [""ser"", ""comparados"", ""con"", ""la"", ""gloria"", ""que"", ""nos"", ""ha""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-8-19	romanos 8:19	11-12	θεοῦ ἀπεκδέχεται·	01-05	Porque el anhelo profundo de	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	θεου απεκδεχεται => porque el anhelo profundo de	no		"{""match"": {""greek"": [""θεοῦ"", ""ἀπεκδέχεται·""]}, ""action"": {""nbla"": [""Porque"", ""el"", ""anhelo"", ""profundo"", ""de""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-19	romanos 8:19	10-12	τοῦ θεοῦ ἀπεκδέχεται·	01-05	Porque el anhelo profundo de	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	του θεου απεκδεχεται => porque el anhelo profundo de	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ"", ""ἀπεκδέχεται·""]}, ""action"": {""nbla"": [""Porque"", ""el"", ""anhelo"", ""profundo"", ""de""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-20	romanos 8:20	07-08	οὐχ ἑκοῦσα	12-13	voluntad, sino	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	ουχ εκουσα => voluntad sino	no		"{""match"": {""greek"": [""οὐχ"", ""ἑκοῦσα""]}, ""action"": {""nbla"": [""voluntad,"", ""sino""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-20	romanos 8:20	07	οὐχ	12-13	voluntad, sino	expanded	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.23	1	ουχ => voluntad sino	no		"{""match"": {""greek"": [""οὐχ""]}, ""action"": {""nbla"": [""voluntad,"", ""sino""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-20	romanos 8:20	12-13	ὑποτάξαντα, ⸀ἐφʼ	21-23	en la esperanza	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	υποταξαντα ⸀εφʼ => en la esperanza	no		"{""match"": {""greek"": [""ὑποτάξαντα,"", ""⸀ἐφʼ""]}, ""action"": {""nbla"": [""en"", ""la"", ""esperanza""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-20	romanos 8:20	13-14	⸀ἐφʼ ἑλπίδι	21-23	en la esperanza	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	⸀εφʼ ελπιδι => en la esperanza	no		"{""match"": {""greek"": [""⸀ἐφʼ"", ""ἑλπίδι""]}, ""action"": {""nbla"": [""en"", ""la"", ""esperanza""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-21	romanos 8:21	19-20	τοῦ θεοῦ.	01	de	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	του θεου => de	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ.""]}, ""action"": {""nbla"": [""de""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-21	romanos 8:21	18-20	τέκνων τοῦ θεοῦ.	01	de	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τεκνων του θεου => de	no		"{""match"": {""greek"": [""τέκνων"", ""τοῦ"", ""θεοῦ.""]}, ""action"": {""nbla"": [""de""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-21	romanos 8:21	19-20	τοῦ θεοῦ.	06-09	será también liberada de	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	του θεου => sera tambien liberada de	no		"{""match"": {""greek"": [""τοῦ"", ""θεοῦ.""]}, ""action"": {""nbla"": [""será"", ""también"", ""liberada"", ""de""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-21	romanos 8:21	18-20	τέκνων τοῦ θεοῦ.	06-09	será también liberada de	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τεκνων του θεου => sera tambien liberada de	no		"{""match"": {""greek"": [""τέκνων"", ""τοῦ"", ""θεοῦ.""]}, ""action"": {""nbla"": [""será"", ""también"", ""liberada"", ""de""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-22	romanos 8:22	08-09	καὶ συνωδίνει	12	dolores	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και συνωδινει => dolores	no		"{""match"": {""greek"": [""καὶ"", ""συνωδίνει""]}, ""action"": {""nbla"": [""dolores""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-22	romanos 8:22	09-10	συνωδίνει ἄχρι	12	dolores	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	συνωδινει αχρι => dolores	no		"{""match"": {""greek"": [""συνωδίνει"", ""ἄχρι""]}, ""action"": {""nbla"": [""dolores""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-23	romanos 8:23	01-02	οὐ μόνον	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	ου μονον => y	no		"{""match"": {""greek"": [""οὐ"", ""μόνον""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-23	romanos 8:23	02-03	μόνον δέ,	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.20	1	μονον δε => y	no		"{""match"": {""greek"": [""μόνον"", ""δέ,""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-23	romanos 8:23	17-18	στενάζομεν, υἱοθεσίαν	24	ansiosamente	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	στεναζομεν υιοθεσιαν => ansiosamente	no		"{""match"": {""greek"": [""στενάζομεν,"", ""υἱοθεσίαν""]}, ""action"": {""nbla"": [""ansiosamente""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-23	romanos 8:23	18-19	υἱοθεσίαν ἀπεκδεχόμενοι	24	ansiosamente	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	υιοθεσιαν απεκδεχομενοι => ansiosamente	no		"{""match"": {""greek"": [""υἱοθεσίαν"", ""ἀπεκδεχόμενοι""]}, ""action"": {""nbla"": [""ansiosamente""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-23	romanos 8:23	20-21	τὴν ἀπολύτρωσιν	27-30	como hijos, la redención	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	την απολυτρωσιν => como hijos la redencion	no		"{""match"": {""greek"": [""τὴν"", ""ἀπολύτρωσιν""]}, ""action"": {""nbla"": [""como"", ""hijos,"", ""la"", ""redención""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-23	romanos 8:23	22-23	τοῦ σώματος	27-30	como hijos, la redención	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	του σωματος => como hijos la redencion	no		"{""match"": {""greek"": [""τοῦ"", ""σώματος""]}, ""action"": {""nbla"": [""como"", ""hijos,"", ""la"", ""redención""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-24	romanos 8:24	13-14	βλέπει ⸀τίς	10-12	que se ve	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	βλεπει ⸀τις => que se ve	no		"{""match"": {""greek"": [""βλέπει"", ""⸀τίς""]}, ""action"": {""nbla"": [""que"", ""se"", ""ve""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-24	romanos 8:24	14-15	⸀τίς ἐλπίζει;	10-12	que se ve	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	⸀τις ελπιζει => que se ve	no		"{""match"": {""greek"": [""⸀τίς"", ""ἐλπίζει;""]}, ""action"": {""nbla"": [""que"", ""se"", ""ve""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-24	romanos 8:24	13-14	βλέπει ⸀τίς	16-20	pues, ¿por qué esperar lo	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	βλεπει ⸀τις => pues por que esperar lo	no		"{""match"": {""greek"": [""βλέπει"", ""⸀τίς""]}, ""action"": {""nbla"": [""pues,"", ""¿por"", ""qué"", ""esperar"", ""lo""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-24	romanos 8:24	14-15	⸀τίς ἐλπίζει;	16-20	pues, ¿por qué esperar lo	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	⸀τις ελπιζει => pues por que esperar lo	no		"{""match"": {""greek"": [""⸀τίς"", ""ἐλπίζει;""]}, ""action"": {""nbla"": [""pues,"", ""¿por"", ""qué"", ""esperar"", ""lo""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-25	romanos 8:25	-	[no Greek window found]	04	lo	diagnostic-no-window	validation-failure	Unused NBLA span found, but no Greek window could be selected	0.00	1	romanos-8-25:04	no		
	romanos-8-26	romanos 8:26	18-19	ἀλλὰ αὐτὸ	12-18	debilidad. No sabemos orar como debiéramos, pero	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	αλλα αυτο => debilidad no sabemos orar como debieramos pero	no		"{""match"": {""greek"": [""ἀλλὰ"", ""αὐτὸ""]}, ""action"": {""nbla"": [""debilidad."", ""No"", ""sabemos"", ""orar"", ""como"", ""debiéramos,"", ""pero""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-8-26	romanos 8:26	20-21	τὸ πνεῦμα	12-18	debilidad. No sabemos orar como debiéramos, pero	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	το πνευμα => debilidad no sabemos orar como debieramos pero	no		"{""match"": {""greek"": [""τὸ"", ""πνεῦμα""]}, ""action"": {""nbla"": [""debilidad."", ""No"", ""sabemos"", ""orar"", ""como"", ""debiéramos,"", ""pero""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-8-27	romanos 8:27	05-06	καρδίας οἶδεν	09	es	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	καρδιας οιδεν => es	no		"{""match"": {""greek"": [""καρδίας"", ""οἶδεν""]}, ""action"": {""nbla"": [""es""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-27	romanos 8:27	06-07	οἶδεν τί	09	es	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	οιδεν τι => es	no		"{""match"": {""greek"": [""οἶδεν"", ""τί""]}, ""action"": {""nbla"": [""es""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-27	romanos 8:27	15-16	ἐντυγχάνει ὑπὲρ	20-25	conforme a la voluntad de Dios.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εντυγχανει υπερ => conforme a la voluntad de dios	no		"{""match"": {""greek"": [""ἐντυγχάνει"", ""ὑπὲρ""]}, ""action"": {""nbla"": [""conforme"", ""a"", ""la"", ""voluntad"", ""de"", ""Dios.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-8-27	romanos 8:27	16-17	ὑπὲρ ἁγίων.	20-25	conforme a la voluntad de Dios.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	υπερ αγιων => conforme a la voluntad de dios	no		"{""match"": {""greek"": [""ὑπὲρ"", ""ἁγίων.""]}, ""action"": {""nbla"": [""conforme"", ""a"", ""la"", ""voluntad"", ""de"", ""Dios.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-8-28	romanos 8:28	01	Οἴδαμεν	04-05	para los	expanded	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.23	1	οιδαμεν => para los	no		"{""match"": {""greek"": [""Οἴδαμεν""]}, ""action"": {""nbla"": [""para"", ""los""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-28	romanos 8:28	01-02	Οἴδαμεν δὲ	04-05	para los	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.20	1	οιδαμεν δε => para los	no		"{""match"": {""greek"": [""Οἴδαμεν"", ""δὲ""]}, ""action"": {""nbla"": [""para"", ""los""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-28	romanos 8:28	10-11	εἰς ἀγαθόν,	15-18	bien, esto es, para	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εις αγαθον => bien esto es para	no		"{""match"": {""greek"": [""εἰς"", ""ἀγαθόν,""]}, ""action"": {""nbla"": [""bien,"", ""esto"", ""es,"", ""para""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-28	romanos 8:28	09-11	⸀συνεργεῖ εἰς ἀγαθόν,	15-18	bien, esto es, para	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	⸀συνεργει εις αγαθον => bien esto es para	no		"{""match"": {""greek"": [""⸀συνεργεῖ"", ""εἰς"", ""ἀγαθόν,""]}, ""action"": {""nbla"": [""bien,"", ""esto"", ""es,"", ""para""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-28	romanos 8:28	14-15	πρόθεσιν κλητοῖς	24-26	a Su propósito.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	προθεσιν κλητοις => a su proposito	no		"{""match"": {""greek"": [""πρόθεσιν"", ""κλητοῖς""]}, ""action"": {""nbla"": [""a"", ""Su"", ""propósito.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-28	romanos 8:28	15-16	κλητοῖς οὖσιν.	24-26	a Su propósito.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κλητοις ουσιν => a su proposito	no		"{""match"": {""greek"": [""κλητοῖς"", ""οὖσιν.""]}, ""action"": {""nbla"": [""a"", ""Su"", ""propósito.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-29	romanos 8:29	17-18	ἐν πολλοῖς	01-03	Porque a los	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν πολλοις => porque a los	no		"{""match"": {""greek"": [""ἐν"", ""πολλοῖς""]}, ""action"": {""nbla"": [""Porque"", ""a"", ""los""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-29	romanos 8:29	18-19	πολλοῖς ἀδελφοῖς·	01-03	Porque a los	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	πολλοις αδελφοις => porque a los	no		"{""match"": {""greek"": [""πολλοῖς"", ""ἀδελφοῖς·""]}, ""action"": {""nbla"": [""Porque"", ""a"", ""los""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-29	romanos 8:29	17-18	ἐν πολλοῖς	13-17	hechos conforme a la imagen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν πολλοις => hechos conforme a la imagen	no		"{""match"": {""greek"": [""ἐν"", ""πολλοῖς""]}, ""action"": {""nbla"": [""hechos"", ""conforme"", ""a"", ""la"", ""imagen""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-29	romanos 8:29	18-19	πολλοῖς ἀδελφοῖς·	13-17	hechos conforme a la imagen	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	πολλοις αδελφοις => hechos conforme a la imagen	no		"{""match"": {""greek"": [""πολλοῖς"", ""ἀδελφοῖς·""]}, ""action"": {""nbla"": [""hechos"", ""conforme"", ""a"", ""la"", ""imagen""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-8-29	romanos 8:29	17-18	ἐν πολλοῖς	22-24	que Él sea	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν πολλοις => que el sea	no		"{""match"": {""greek"": [""ἐν"", ""πολλοῖς""]}, ""action"": {""nbla"": [""que"", ""Él"", ""sea""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-29	romanos 8:29	18-19	πολλοῖς ἀδελφοῖς·	22-24	que Él sea	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	πολλοις αδελφοις => que el sea	no		"{""match"": {""greek"": [""πολλοῖς"", ""ἀδελφοῖς·""]}, ""action"": {""nbla"": [""que"", ""Él"", ""sea""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-8-31	romanos 8:31	11-12	τίς καθʼ	14	nosotros?	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τις καθʼ => nosotros	no		"{""match"": {""greek"": [""τίς"", ""καθʼ""]}, ""action"": {""nbla"": [""nosotros?""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-31	romanos 8:31	12-13	καθʼ ἡμῶν;	14	nosotros?	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	καθʼ ημων => nosotros	no		"{""match"": {""greek"": [""καθʼ"", ""ἡμῶν;""]}, ""action"": {""nbla"": [""nosotros?""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-32	romanos 8:32	05-06	υἱοῦ οὐκ	08-09	propio Hijo,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	υιου ουκ => propio hijo	no		"{""match"": {""greek"": [""υἱοῦ"", ""οὐκ""]}, ""action"": {""nbla"": [""propio"", ""Hijo,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-32	romanos 8:32	06-07	οὐκ ἐφείσατο,	08-09	propio Hijo,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ουκ εφεισατο => propio hijo	no		"{""match"": {""greek"": [""οὐκ"", ""ἐφείσατο,""]}, ""action"": {""nbla"": [""propio"", ""Hijo,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-8-32	romanos 8:32	20-21	πάντα ἡμῖν	27	cosas?	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	παντα ημιν => cosas	no		"{""match"": {""greek"": [""πάντα"", ""ἡμῖν""]}, ""action"": {""nbla"": [""cosas?""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-32	romanos 8:32	21-22	ἡμῖν χαρίσεται;	27	cosas?	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ημιν χαρισεται => cosas	no		"{""match"": {""greek"": [""ἡμῖν"", ""χαρίσεται;""]}, ""action"": {""nbla"": [""cosas?""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-33	romanos 8:33	07-08	ὁ δικαιῶν·	09-12	es el que justifica.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ο δικαιων => es el que justifica	no		"{""match"": {""greek"": [""ὁ"", ""δικαιῶν·""]}, ""action"": {""nbla"": [""es"", ""el"", ""que"", ""justifica.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-33	romanos 8:33	06-08	θεὸς ὁ δικαιῶν·	09-12	es el que justifica.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	θεος ο δικαιων => es el que justifica	no		"{""match"": {""greek"": [""θεὸς"", ""ὁ"", ""δικαιῶν·""]}, ""action"": {""nbla"": [""es"", ""el"", ""que"", ""justifica.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-8-34	romanos 8:34	12-14	ἐστιν ἐν δεξιᾷ	17-24	resucitó, el que además está a la diestra	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εστιν εν δεξια => resucito el que ademas esta a la diestra	no		"{""match"": {""greek"": [""ἐστιν"", ""ἐν"", ""δεξιᾷ""]}, ""action"": {""nbla"": [""resucitó,"", ""el"", ""que"", ""además"", ""está"", ""a"", ""la"", ""diestra""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-8-34	romanos 8:34	14-16	δεξιᾷ τοῦ θεοῦ,	17-24	resucitó, el que además está a la diestra	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	δεξια του θεου => resucito el que ademas esta a la diestra	no		"{""match"": {""greek"": [""δεξιᾷ"", ""τοῦ"", ""θεοῦ,""]}, ""action"": {""nbla"": [""resucitó,"", ""el"", ""que"", ""además"", ""está"", ""a"", ""la"", ""diestra""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-8-35	romanos 8:35	20-21	ἢ μάχαιρα;	10	angustia,	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η μαχαιρα => angustia	no		"{""match"": {""greek"": [""ἢ"", ""μάχαιρα;""]}, ""action"": {""nbla"": [""angustia,""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-35	romanos 8:35	19-21	κίνδυνος ἢ μάχαιρα;	10	angustia,	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	κινδυνος η μαχαιρα => angustia	no		"{""match"": {""greek"": [""κίνδυνος"", ""ἢ"", ""μάχαιρα;""]}, ""action"": {""nbla"": [""angustia,""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-8-36	romanos 8:36	11-13	ὡς πρόβατα σφαγῆς.	14-21	DÍA; SOMOS CONSIDERADOS COMO OVEJAS PARA EL MATADERO».	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ως προβατα σφαγης => dia somos considerados como ovejas para el matadero»	no		"{""match"": {""greek"": [""ὡς"", ""πρόβατα"", ""σφαγῆς.""]}, ""action"": {""nbla"": [""DÍA;"", ""SOMOS"", ""CONSIDERADOS"", ""COMO"", ""OVEJAS"", ""PARA"", ""EL"", ""MATADERO».""], ""type"": ""expanded"", ""consume"": 8}}"
