BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	SOURCE_CLAUSE	TARGET_CLAUSE	OWNERSHIP_TYPE	OWNERSHIP_CONFIDENCE	OWNERSHIP_STATUS	SOURCE_SPAN	TARGET_SPAN	NOTES
1corintios	7	28	cn3	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ἐὰν δὲ καὶ ==γαμήσῃς==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	28	cn4	οὐχ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	28	cn5	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	οὐχ ==ἥμαρτες== καὶ	ἐὰν ==γήμῃ== ἡ παρθένος	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	28	cn6	ἐὰν	subordinating	condition	C2	C3	subordinate	medium	suggested	οὐχ ==ἥμαρτες== καὶ	ἐὰν ==γήμῃ== ἡ παρθένος	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	28	cn7	οὐχ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	28	cn8	δὲ	coordinating	coordination	C4	C5	coordinate	medium	suggested	οὐχ ==ἥμαρτεν== θλῖψιν δὲ τῇ σαρκὶ	==ἕξουσιν== οἱ τοιοῦτοι ἐγὼ δὲ ὑμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	28	cn9	δὲ	coordinating	coordination	C5	C6	coordinate	medium	suggested	==ἕξουσιν== οἱ τοιοῦτοι ἐγὼ δὲ ὑμῶν	==φείδομαι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	29	cn1	δέ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τοῦτο δέ ==φημι== ἀδελφοί ὁ καιρὸς συνεσταλμένος	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	29	cn2	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==ἐστίν== τὸ λοιπὸν ἵνα καὶ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες	==ὦσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	29	cn3	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ἐστίν== τὸ λοιπὸν ἵνα καὶ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες	==ὦσιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	29	cn4	ὡς	subordinating	comparison/manner	C2	C3	subordinate	medium	suggested	==ἐστίν== τὸ λοιπὸν ἵνα καὶ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες	==ὦσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	29	cn5	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	30	cn1	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	7	30	cn2	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	7	30	cn3	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	30	cn4	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	7	30	cn5	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	7	30	cn6	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	30	cn7	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	7	30	cn8	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	7	30	cn9	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	31	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	31	cn2	ὡς	subordinating	comparison/manner		C1	subordinate	low	cross-verse-or-missing-source		καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	7	31	cn3	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	31	cn4	γὰρ	coordinating	cause/ground	C1		subordinate	low	pending	καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	7	32	cn1	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==θέλω== δὲ ὑμᾶς ἀμερίμνους εἶναι ὁ ἄγαμος	==μεριμνᾷ== τὰ τοῦ κυρίου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	33	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὁ δὲ γαμήσας ==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	34	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ ==μεμέρισται== καὶ ἡ γυνὴ ἡ ἄγαμος καὶ ἡ παρθένος	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	34	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	καὶ ==μεμέρισται== καὶ ἡ γυνὴ ἡ ἄγαμος καὶ ἡ παρθένος	==μεριμνᾷ== τὰ τοῦ κυρίου	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	34	cn3	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	καὶ ==μεμέρισται== καὶ ἡ γυνὴ ἡ ἄγαμος καὶ ἡ παρθένος	==μεριμνᾷ== τὰ τοῦ κυρίου	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	34	cn4	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==μεριμνᾷ== τὰ τοῦ κυρίου	ἵνα ==ᾖ== ἁγία καὶ τῷ σώματι καὶ ⸁τῷ πνεύματι ἡ δὲ γαμήσασα	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	34	cn5	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	ἵνα ==ᾖ== ἁγία καὶ τῷ σώματι καὶ ⸁τῷ πνεύματι ἡ δὲ γαμήσασα	==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	34	cn6	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	ἵνα ==ᾖ== ἁγία καὶ τῷ σώματι καὶ ⸁τῷ πνεύματι ἡ δὲ γαμήσασα	==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	34	cn7	δὲ	coordinating	coordination	C3	C4	coordinate	medium	suggested	ἵνα ==ᾖ== ἁγία καὶ τῷ σώματι καὶ ⸁τῷ πνεύματι ἡ δὲ γαμήσασα	==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	35	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τοῦτο δὲ πρὸς τὸ ὑμῶν αὐτῶν σύμφορον ==λέγω== οὐχ ἵνα βρόχον ὑμῖν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	35	cn2	οὐχ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	35	cn3	ἵνα	subordinating	purpose/result	C1	C2	subordinate	medium	suggested	τοῦτο δὲ πρὸς τὸ ὑμῶν αὐτῶν σύμφορον ==λέγω== οὐχ ἵνα βρόχον ὑμῖν	==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	35	cn4	ἀλλὰ	coordinating	contrast	C2		coordinate	low	pending	==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	7	35	cn5	καὶ	coordinating	coordination	C2		coordinate	low	pending	==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	7	36	cn1	εἰ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	7	36	cn2	δέ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	36	cn3	ἐὰν	subordinating	condition	C1	C2	subordinate	medium	suggested	εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	ἐὰν ==ᾖ== ὑπέρακμος καὶ οὕτως	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	36	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	ἐὰν ==ᾖ== ὑπέρακμος καὶ οὕτως	==ὀφείλει== γίνεσθαι ὃ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	36	cn5	οὐχ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	37	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὃς δὲ ==ἕστηκεν== ἐν τῇ καρδίᾳ αὐτοῦ ἑδραῖος μὴ ἔχων ἀνάγκην ἐξουσίαν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	37	cn2	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	37	cn3	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ὃς δὲ ==ἕστηκεν== ἐν τῇ καρδίᾳ αὐτοῦ ἑδραῖος μὴ ἔχων ἀνάγκην ἐξουσίαν	δὲ ==ἔχει== περὶ τοῦ ἰδίου θελήματος καὶ τοῦτο	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	37	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	δὲ ==ἔχει== περὶ τοῦ ἰδίου θελήματος καὶ τοῦτο	==κέκρικεν== ἐν τῇ ἰδίᾳ καρδίᾳ τηρεῖν τὴν ἑαυτοῦ παρθένον καλῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	38	cn1	ὥστε	subordinating	result/inference		C1	subordinate	low	cross-verse-or-missing-source		ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	7	38	cn2	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	38	cn3	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	==ποιήσει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	38	cn4	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	7	39	cn1	ἐὰν	subordinating	condition	C2	C3	subordinate	medium	suggested	==ζῇ== ὁ ἀνὴρ αὐτῆς	ἐὰν δὲ ==κοιμηθῇ== ὁ ἀνήρ ἐλευθέρα	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	39	cn2	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ζῇ== ὁ ἀνὴρ αὐτῆς	ἐὰν δὲ ==κοιμηθῇ== ὁ ἀνήρ ἐλευθέρα	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	40	cn1	δέ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		μακαριωτέρα δέ ==ἐστιν== ἐὰν οὕτως	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	7	40	cn2	ἐὰν	subordinating	condition	C1	C2	subordinate	medium	suggested	μακαριωτέρα δέ ==ἐστιν== ἐὰν οὕτως	==μείνῃ== κατὰ τὴν ἐμὴν γνώμην	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	40	cn3	δὲ	coordinating	coordination	C3		coordinate	low	pending	==δοκῶ== δὲ κἀγὼ πνεῦμα θεοῦ ἔχειν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	8	1	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		περὶ δὲ τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι πάντες γνῶσιν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	1	cn2	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	περὶ δὲ τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι πάντες γνῶσιν	==ἔχομεν== ἡ γνῶσις	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	8	1	cn3	δὲ	coordinating	coordination	C3	C4	coordinate	medium	suggested	==φυσιοῖ== ἡ δὲ ἀγάπη	==οἰκοδομεῖ==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	2	cn1	εἴ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		εἴ τις ==δοκεῖ== ἐγνωκέναι τι οὔπω	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	2	cn2	καθὼς	subordinating	comparison/manner	C2	C3	subordinate	medium	suggested	==ἔγνω==	καθὼς ==δεῖ== γνῶναι	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	8	3	cn1	εἰ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		εἰ δέ τις ==ἀγαπᾷ== τὸν θεόν οὗτος	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	3	cn2	δέ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		εἰ δέ τις ==ἀγαπᾷ== τὸν θεόν οὗτος	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	4	cn1	οὖν	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	4	cn2	ὅτι	subordinating	content/cause			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	8	4	cn3	καὶ	coordinating	coordination	C1		coordinate	low	pending	περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	8	4	cn4	ὅτι	subordinating	content/cause			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	8	4	cn5	εἰ	subordinating	condition			subordinate	low	pending			function follows connector inventory; no target finite clause found in verse; missing target clause
1corintios	8	4	cn6	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	8	5	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	5	cn2	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	5	cn3	εἴπερ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	5	cn4	εἴτε	coordinating	alternative	C1	C2	coordinate	medium	suggested	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	5	cn5	εἴτε	coordinating	alternative	C1	C2	coordinate	medium	suggested	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	5	cn6	ὥσπερ	subordinating	comparison/manner	C1	C2	subordinate	medium	suggested	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	8	5	cn7	καὶ	coordinating	coordination	C2		coordinate	low	pending	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	8	6	cn1	ἀλλʼ	coordinating	contrast			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	8	6	cn2	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	8	6	cn3	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	8	6	cn4	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	8	7	cn1	ἀλλʼ	coordinating	contrast		C1	coordinate	low	cross-verse-or-missing-source		ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	7	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	8	7	cn3	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	7	cn4	ἕως	subordinating	temporal		C1	subordinate	low	cross-verse-or-missing-source		ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	7	cn5	ὡς	subordinating	comparison/manner		C1	subordinate	low	cross-verse-or-missing-source		ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	7	cn6	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	==μολύνεται==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	8	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		βρῶμα δὲ ἡμᾶς οὐ ==παραστήσει== τῷ θεῷ οὔτε γὰρ	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	8	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	8	8	cn3	οὔτε	coordinating	negative coordination	C1	C2	coordinate	medium	suggested	βρῶμα δὲ ἡμᾶς οὐ ==παραστήσει== τῷ θεῷ οὔτε γὰρ	ἐὰν ==φάγωμεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	8	cn4	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	βρῶμα δὲ ἡμᾶς οὐ ==παραστήσει== τῷ θεῷ οὔτε γὰρ	ἐὰν ==φάγωμεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	8	cn5	ἐὰν	subordinating	condition	C1	C2	subordinate	medium	suggested	βρῶμα δὲ ἡμᾶς οὐ ==παραστήσει== τῷ θεῷ οὔτε γὰρ	ἐὰν ==φάγωμεν==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	8	8	cn6	οὔτε	coordinating	negative coordination	C3	C4	coordinate	medium	suggested	==περισσεύομεν== οὔτε	ἐὰν μὴ ==φάγωμεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	8	cn7	ἐὰν	subordinating	condition	C3	C4	subordinate	medium	suggested	==περισσεύομεν== οὔτε	ἐὰν μὴ ==φάγωμεν==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	8	8	cn8	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	8	9	cn1	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==βλέπετε== δὲ μή πως ἡ ἐξουσία ὑμῶν αὕτη πρόσκομμα	==γένηται== τοῖς ἀσθενέσιν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	9	cn2	μή	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	8	10	cn1	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν γάρ τις ==ἴδῃ== σὲ τὸν ἔχοντα γνῶσιν ἐν εἰδωλείῳ κατακείμενον οὐχὶ ἡ συνείδησις αὐτοῦ ἀσθενοῦς ὄντος	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	10	cn2	γάρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν γάρ τις ==ἴδῃ== σὲ τὸν ἔχοντα γνῶσιν ἐν εἰδωλείῳ κατακείμενον οὐχὶ ἡ συνείδησις αὐτοῦ ἀσθενοῦς ὄντος	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	11	cn1	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	==ἀπόλλυται== γὰρ ὁ ἀσθενῶν ἐν τῇ σῇ γνώσει ὁ ἀδελφὸς διʼ ὃν χριστὸς	==ἀπέθανεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	8	12	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	12	cn2	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	13	cn1	διόπερ	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		διόπερ εἰ βρῶμα ==σκανδαλίζει== τὸν ἀδελφόν μου	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	8	13	cn2	εἰ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		διόπερ εἰ βρῶμα ==σκανδαλίζει== τὸν ἀδελφόν μου	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	8	13	cn3	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
