BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	8	8	cn8	15	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	8	9	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	8	9	cn2	03	μή	μή	CONJ	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	8	10	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	8	10	cn2	02	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	8	11	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	8	12	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	8	12	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	8	13	cn1	01	διόπερ	διόπερ	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	8	13	cn2	02	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	8	13	cn3	08	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	8	13	cn4	09	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	8	13	cn5	15	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	8	13	cn6	16	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	1	cn1	01	οὐκ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	1	cn2	04	οὐκ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	1	cn3	13	οὐ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	2	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	9	2	cn2	03	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	2	cn3	06	ἀλλά	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	2	cn4	11	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	4	cn1	01	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	4	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	4	cn3	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	5	cn1	01	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	5	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	5	cn3	08	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	9	5	cn4	09	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	5	cn5	13	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	5	cn6	18	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	6	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	9	6	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	6	cn3	06	οὐκ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	6	cn4	09	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	7	cn1	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	7	cn2	13	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	7	cn3	18	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C4	C5	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	7	cn4	24	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	8	cn1	01	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	8	cn2	06	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	9	8	cn3	07	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	8	cn4	11	οὐ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	9	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	9	cn2	07	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	9	cn3	11	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	10	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	9	10	cn2	08	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	10	cn3	10	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	10	cn4	17	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	11	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	9	11	cn2	08	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	9	12	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	9	12	cn2	07	οὐ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	12	cn3	10	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	12	cn4	11	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	12	cn5	16	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	12	cn6	19	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	12	cn7	20	μή	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	13	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	13	cn2	03	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	14	cn1	02	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	15	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	15	cn2	03	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	15	cn3	07	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	15	cn4	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	15	cn5	11	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	15	cn6	17	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	15	cn7	21	ἤ—	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	9	16	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	9	16	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	16	cn3	04	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	16	cn4	09	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	16	cn5	13	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	16	cn6	16	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high	C4	C5	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	9	16	cn7	17	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	17	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	9	17	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	17	cn3	08	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C2	C3	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	9	17	cn4	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	18	cn1	02	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	18	cn2	07	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	18	cn3	15	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	19	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	19	cn2	09	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	20	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	20	cn2	05	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	20	cn3	07	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	20	cn4	13	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	20	cn5	16	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	20	cn6	21	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	21	cn1	03	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	9	21	cn2	05	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	21	cn3	09	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	21	cn4	12	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	9	22	cn1	05	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	22	cn2	13	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	23	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	23	cn2	07	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	24	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	24	cn2	03	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	24	cn3	12	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	24	cn4	18	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C4	C5	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	25	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	25	cn2	09	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	25	cn3	10	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	25	cn4	15	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	9	26	cn1	02	τοίνυν	τοίνυν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	26	cn2	05	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	9	26	cn3	06	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	26	cn4	10	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	9	26	cn5	11	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	9	27	cn1	01	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	9	27	cn2	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	9	27	cn3	08	μή	μή	CONJ	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	1	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	1	cn2	03	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	1	cn3	07	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	1	cn4	16	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	2	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	2	cn2	10	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	3	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	4	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	4	cn2	09	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	4	cn3	16	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	5	cn1	01	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	5	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	5	cn3	11	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	6	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	6	cn2	08	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	6	cn3	13	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	7	cn1	01	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	7	cn2	04	καθώς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	7	cn3	07	ὥσπερ	ὥσπερ	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	7	cn4	13	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	7	cn5	15	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	8	cn1	01	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	8	cn2	03	καθώς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	8	cn3	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	9	cn1	01	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	9	cn2	05	καθώς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	9	cn3	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	10	cn1	01	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	10	cn2	03	καθάπερ	καθάπερ	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	10	cn3	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	11	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	11	cn2	07	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	12	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	12	cn2	06	μὴ	μή	CONJ	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	13	cn1	03	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	13	cn2	05	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	10	13	cn3	06	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	13	cn4	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	13	cn5	13	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	10	13	cn6	20	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	13	cn7	25	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C4		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
